language,marital_status,gender,urban_rural,region,age,education_level,social_class,country_name,Q106,Q107,Q108,Q109,Q110,Q111,Q151,Q152,Q154,Q158,Q159,Q160,Q163,Q164,Q177,Q178,Q18,Q180,Q181,Q182,Q183,Q184,Q185,Q187,Q189,Q19,Q2,Q20,Q21,Q22,Q23,Q235,Q236,Q237,Q238,Q24,Q241,Q242,Q243,Q244,Q245,Q246,Q249,Q25,Q250,Q251,Q253,Q254,Q26,Q27,Q29,Q3,Q30,Q31,Q32,Q33,Q34,Q4,Q43,Q44,Q45,Q5,Q58,Q59,Q6,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q77,Q79,Q80,Q81,Q83
Spanish; Castilian,Single,Female,Urban,CO-DC Distrito Capital de Bogotá,25-34,Higher,Lower middle class,colombia,6,4,6,6,7,"El crecimiento económico y la creación de empleo deben ser la máxima prioridad, incluso si el medio ambiente se ve perjudicado en cierta medida.",Sí,Al ver que las personas tienen más voz sobre cómo se hacen las cosas en sus trabajos y en sus comunidades.,Lucha contra el aumento de los precios,8,7,3,7,7,Nunca justificable,Nunca justificable,Importante,Nunca justificable,Nunca justificable,8,3,6,8,1,1,No es importante,Muy importante,Importante,No es importante,No es importante,No es importante,Bastante malo,Bastante bueno,Bastante malo,Bastante bueno,No es importante,8,1,10,3,1,10,10,No es importante,9,4,No mucho respeto,Bastante orgulloso,No es importante,Totalmente de acuerdo,Discrepar,Bastante importante,Discrepar,Discrepar,Discrepar,Estoy totalmente en desacuerdo.,Aceptar,Bastante importante,Lo malo,Lo malo,Lo malo,Muy importante,Confía plenamente,Confía un poco,No es muy importante,Confía un poco,No confíes demasiado.,No confíes demasiado.,No confíes demasiado.,No mucho,No mucho,No mucho,No mucho,Ninguna en absoluto,No mucho,No mucho,No mucho,Ninguna en absoluto,Ninguna en absoluto,No mucho,Bastante,Bastante,Bastante,Bastante,No mucho
Spanish; Castilian,Single,Female,Urban,CO-DC Distrito Capital de Bogotá,25-34,Middle,Lower middle class,colombia,6,4,2,5,7,"El crecimiento económico y la creación de empleo deben ser la máxima prioridad, incluso si el medio ambiente se ve perjudicado en cierta medida.",Sí,Al ver que las personas tienen más voz sobre cómo se hacen las cosas en sus trabajos y en sus comunidades.,Lucha contra el aumento de los precios,7,8,3,6,8,Nunca justificable,Nunca justificable,Importante,Nunca justificable,Nunca justificable,7,3,6,8,1,1,No es importante,Muy importante,Importante,Importante,No es importante,No es importante,Bastante malo,Bastante bueno,Bastante malo,Bastante malo,No es importante,8,1,10,3,1,10,9,No es importante,8,4,No mucho respeto,Bastante orgulloso,No es importante,Totalmente de acuerdo,Aceptar,Bastante importante,Aceptar,Aceptar,Discrepar,Estoy totalmente en desacuerdo.,Totalmente de acuerdo,Bastante importante,Lo malo,Lo malo,Lo malo,Muy importante,Confía plenamente,Confía un poco,No es muy importante,Confía un poco,No confíes demasiado.,No confíes demasiado.,No confíes demasiado.,No mucho,No mucho,No mucho,No mucho,Ninguna en absoluto,No mucho,No mucho,No mucho,Ninguna en absoluto,Ninguna en absoluto,No mucho,Bastante,Bastante,Ninguna en absoluto,Bastante,No mucho
Spanish; Castilian,Single,Male,Urban,CO-DC Distrito Capital de Bogotá,16-24,Higher,Lower middle class,colombia,6,4,6,6,7,"El crecimiento económico y la creación de empleo deben ser la máxima prioridad, incluso si el medio ambiente se ve perjudicado en cierta medida.",Sí,Al ver que las personas tienen más voz sobre cómo se hacen las cosas en sus trabajos y en sus comunidades.,Lucha contra el aumento de los precios,8,7,3,7,7,Nunca justificable,Nunca justificable,Importante,Nunca justificable,Nunca justificable,8,3,6,8,1,1,No es importante,Muy importante,Importante,No es importante,No es importante,No es importante,Bastante malo,Bastante bueno,Bastante malo,Bastante malo,No es importante,7,1,10,3,1,10,10,No es importante,9,5,No mucho respeto,Bastante orgulloso,No es importante,Totalmente de acuerdo,Discrepar,Bastante importante,Discrepar,Discrepar,Discrepar,Estoy totalmente en desacuerdo.,Totalmente de acuerdo,Bastante importante,Lo malo,Lo malo,Lo malo,Muy importante,Confía plenamente,Confía un poco,No es muy importante,Confía un poco,No confíes demasiado.,No confíes demasiado.,No confíes demasiado.,No mucho,Bastante,No mucho,No mucho,Ninguna en absoluto,No mucho,No mucho,No mucho,Ninguna en absoluto,Ninguna en absoluto,No mucho,Bastante,Bastante,Ninguna en absoluto,Bastante,No mucho
Spanish; Castilian,Single,Male,Urban,CO-DC Distrito Capital de Bogotá,16-24,Middle,Lower middle class,colombia,6,4,2,6,7,"El crecimiento económico y la creación de empleo deben ser la máxima prioridad, incluso si el medio ambiente se ve perjudicado en cierta medida.",Sí,Al ver que las personas tienen más voz sobre cómo se hacen las cosas en sus trabajos y en sus comunidades.,Lucha contra el aumento de los precios,7,8,3,7,8,Nunca justificable,Nunca justificable,Importante,Nunca justificable,Nunca justificable,6,3,4,7,1,1,No es importante,Muy importante,Importante,Importante,No es importante,No es importante,Bastante bueno,Bastante bueno,Bastante malo,Bastante malo,No es importante,7,1,10,5,1,10,8,No es importante,10,4,No mucho respeto,Bastante orgulloso,No es importante,Totalmente de acuerdo,Aceptar,Bastante importante,Aceptar,Aceptar,Discrepar,Estoy totalmente en desacuerdo.,Totalmente de acuerdo,Bastante importante,Lo malo,Lo malo,Lo malo,Muy importante,Confía plenamente,Confía un poco,No es muy importante,Confía un poco,No confíes demasiado.,No confíes demasiado.,No confíes demasiado.,No mucho,Bastante,Ninguna en absoluto,No mucho,Ninguna en absoluto,No mucho,No mucho,No mucho,Ninguna en absoluto,Ninguna en absoluto,No mucho,Bastante,Bastante,Ninguna en absoluto,Bastante,No mucho
Spanish; Castilian,Single,Male,Urban,CO-DC Distrito Capital de Bogotá,16-24,Middle,Working class,colombia,6,4,2,6,7,"El crecimiento económico y la creación de empleo deben ser la máxima prioridad, incluso si el medio ambiente se ve perjudicado en cierta medida.",Sí,Al ver que las personas tienen más voz sobre cómo se hacen las cosas en sus trabajos y en sus comunidades.,Lucha contra el aumento de los precios,6,7,3,7,8,Nunca justificable,Nunca justificable,Importante,Nunca justificable,Nunca justificable,6,3,4,7,1,1,No es importante,Muy importante,Importante,Importante,No es importante,No es importante,Bastante bueno,Bastante bueno,Bastante malo,Bastante malo,No es importante,8,1,10,5,1,10,8,No es importante,10,3,No mucho respeto,Bastante orgulloso,No es importante,Totalmente de acuerdo,Aceptar,Bastante importante,Aceptar,Aceptar,Discrepar,Estoy totalmente en desacuerdo.,Totalmente de acuerdo,Bastante importante,Lo malo,Lo malo,Lo malo,Muy importante,Confía plenamente,Confía un poco,No es muy importante,Confía un poco,No confíes demasiado.,No confíes demasiado.,No confíes demasiado.,No mucho,Bastante,Ninguna en absoluto,No mucho,No mucho,No mucho,No mucho,No mucho,Ninguna en absoluto,Ninguna en absoluto,No mucho,Bastante,Bastante,Ninguna en absoluto,Bastante,No mucho
Spanish; Castilian,Single,Male,Urban,CO-DC Distrito Capital de Bogotá,25-34,Higher,Lower middle class,colombia,6,4,6,6,7,"El crecimiento económico y la creación de empleo deben ser la máxima prioridad, incluso si el medio ambiente se ve perjudicado en cierta medida.",Sí,Al ver que las personas tienen más voz sobre cómo se hacen las cosas en sus trabajos y en sus comunidades.,Lucha contra el aumento de los precios,8,7,3,7,7,Nunca justificable,Nunca justificable,Importante,Nunca justificable,Nunca justificable,8,3,5,8,1,1,No es importante,Muy importante,Importante,Importante,No es importante,No es importante,Bastante malo,Bastante bueno,Bastante malo,Bastante bueno,No es importante,7,1,10,3,1,10,10,No es importante,9,5,No mucho respeto,Bastante orgulloso,No es importante,Totalmente de acuerdo,Discrepar,Bastante importante,Discrepar,Discrepar,Discrepar,Estoy totalmente en desacuerdo.,Aceptar,Bastante importante,Lo malo,Lo malo,Lo malo,Muy importante,Confía plenamente,Confía un poco,No es muy importante,Confía un poco,No confíes demasiado.,No confíes demasiado.,No confíes demasiado.,No mucho,Bastante,No mucho,No mucho,Ninguna en absoluto,No mucho,No mucho,No mucho,Ninguna en absoluto,Ninguna en absoluto,No mucho,Bastante,Bastante,Ninguna en absoluto,Bastante,No mucho
Spanish; Castilian,Living together as married,Male,Urban,CO-DC Distrito Capital de Bogotá,35-44,Higher,Lower middle class,colombia,6,4,6,7,6,"El crecimiento económico y la creación de empleo deben ser la máxima prioridad, incluso si el medio ambiente se ve perjudicado en cierta medida.",Sí,Al ver que las personas tienen más voz sobre cómo se hacen las cosas en sus trabajos y en sus comunidades.,Lucha contra el aumento de los precios,8,7,3,7,8,Nunca justificable,Nunca justificable,Importante,Nunca justificable,Nunca justificable,7,3,4,8,1,1,No es importante,Muy importante,Importante,Importante,No es importante,No es importante,Bastante malo,Bastante bueno,Bastante malo,Bastante bueno,No es importante,7,1,10,3,1,10,10,No es importante,9,5,No mucho respeto,Bastante orgulloso,No es importante,Totalmente de acuerdo,Discrepar,Bastante importante,Discrepar,Discrepar,Discrepar,Estoy totalmente en desacuerdo.,Aceptar,Bastante importante,Lo malo,Lo malo,Lo malo,Muy importante,Confía plenamente,Confía un poco,No es muy importante,Confía un poco,Confía un poco,No confíes demasiado.,No confíes demasiado.,No mucho,Bastante,No mucho,No mucho,No mucho,No mucho,No mucho,No mucho,Ninguna en absoluto,Ninguna en absoluto,No mucho,Bastante,Bastante,No mucho,Bastante,No mucho
Spanish; Castilian,Single,Female,Urban,CO-VAC Valle del Cauca,16-24,Middle,Lower middle class,colombia,6,4,2,6,7,"El crecimiento económico y la creación de empleo deben ser la máxima prioridad, incluso si el medio ambiente se ve perjudicado en cierta medida.",Sí,Al ver que las personas tienen más voz sobre cómo se hacen las cosas en sus trabajos y en sus comunidades.,Lucha contra el aumento de los precios,8,7,3,7,9,Nunca justificable,Nunca justificable,Importante,Nunca justificable,Nunca justificable,7,3,4,7,1,1,No es importante,Muy importante,Importante,Importante,No es importante,No es importante,Bastante bueno,Bastante bueno,Bastante malo,Bastante malo,No es importante,8,1,10,2,1,10,9,No es importante,8,4,No mucho respeto,Bastante orgulloso,No es importante,Totalmente de acuerdo,Discrepar,Bastante importante,Aceptar,Discrepar,Discrepar,Estoy totalmente en desacuerdo.,Totalmente de acuerdo,Bastante importante,Lo malo,Lo malo,Lo malo,Muy importante,Confía plenamente,Confía un poco,No es muy importante,Confía un poco,No confíes demasiado.,No confíes demasiado.,No confíes demasiado.,Bastante,No mucho,Ninguna en absoluto,No mucho,Ninguna en absoluto,No mucho,No mucho,No mucho,Ninguna en absoluto,Ninguna en absoluto,No mucho,Bastante,Bastante,Ninguna en absoluto,Bastante,No mucho
Spanish; Castilian,Single,Male,Urban,CO-VAC Valle del Cauca,16-24,Middle,Lower middle class,colombia,6,4,6,6,7,"El crecimiento económico y la creación de empleo deben ser la máxima prioridad, incluso si el medio ambiente se ve perjudicado en cierta medida.",Sí,Al ver que las personas tienen más voz sobre cómo se hacen las cosas en sus trabajos y en sus comunidades.,Lucha contra el aumento de los precios,7,8,3,7,8,Nunca justificable,Nunca justificable,Importante,Nunca justificable,Nunca justificable,6,3,4,7,1,1,No es importante,Muy importante,Importante,Importante,No es importante,No es importante,Bastante bueno,Bastante bueno,Bastante malo,Bastante malo,No es importante,7,1,10,5,1,10,8,No es importante,10,4,No mucho respeto,Bastante orgulloso,No es importante,Totalmente de acuerdo,Aceptar,Bastante importante,Aceptar,Aceptar,Discrepar,Estoy totalmente en desacuerdo.,Totalmente de acuerdo,Bastante importante,Lo malo,Lo malo,Lo malo,Muy importante,Confía plenamente,Confía un poco,No es muy importante,Confía un poco,No confíes demasiado.,No confíes demasiado.,No confíes demasiado.,No mucho,Bastante,Ninguna en absoluto,No mucho,Ninguna en absoluto,No mucho,No mucho,No mucho,Ninguna en absoluto,Ninguna en absoluto,No mucho,Bastante,Bastante,Ninguna en absoluto,Bastante,No mucho
Spanish; Castilian,Single,Male,Urban,CO-VAC Valle del Cauca,16-24,Middle,Working class,colombia,6,4,2,6,7,"El crecimiento económico y la creación de empleo deben ser la máxima prioridad, incluso si el medio ambiente se ve perjudicado en cierta medida.",Sí,Al ver que las personas tienen más voz sobre cómo se hacen las cosas en sus trabajos y en sus comunidades.,Lucha contra el aumento de los precios,7,8,3,7,8,Nunca justificable,Nunca justificable,Importante,Nunca justificable,Nunca justificable,6,3,4,7,1,1,No es importante,Muy importante,Importante,Importante,No es importante,No es importante,Bastante bueno,Bastante malo,Bastante malo,Bastante malo,No es importante,7,1,10,2,1,10,8,No es importante,10,4,No mucho respeto,Bastante orgulloso,No es importante,Totalmente de acuerdo,Aceptar,Bastante importante,Aceptar,Aceptar,Discrepar,Estoy totalmente en desacuerdo.,Totalmente de acuerdo,No es muy importante,Lo malo,Lo malo,Lo malo,Muy importante,Confía plenamente,Confía un poco,No es muy importante,Confía un poco,No confíes demasiado.,No confíes demasiado.,No confíes demasiado.,No mucho,Bastante,Ninguna en absoluto,No mucho,Ninguna en absoluto,No mucho,No mucho,No mucho,Ninguna en absoluto,Ninguna en absoluto,No mucho,Bastante,Bastante,Ninguna en absoluto,Bastante,No mucho
